Objectid,Year,County,City,Employment,Labor_Force,Unemployment,Unemployment_Rate,Source
503,1995,Contra Costa,Concord,63283,66816,3533,0.0528,CA EDD Local Area Unemployment Statistics (LAUS)
504,1995,Contra Costa,Danville,18075,18600,508,0.0276,CA EDD Local Area Unemployment Statistics (LAUS)
505,1995,Contra Costa,El Cerrito,12233,12758,533,0.0416,CA EDD Local Area Unemployment Statistics (LAUS)
506,1995,Contra Costa,Hercules,9808,10325,508,0.0501,CA EDD Local Area Unemployment Statistics (LAUS)
507,1995,Contra Costa,Lafayette,13133,13450,350,0.0256,CA EDD Local Area Unemployment Statistics (LAUS)
508,1995,Contra Costa,Martinez,18275,19175,883,0.0464,CA EDD Local Area Unemployment Statistics (LAUS)
509,1995,Contra Costa,Moraga,8516,8683,191,0.0198,CA EDD Local Area Unemployment Statistics (LAUS)
510,1995,Contra Costa,Orinda,8583,8883,300,0.0341,CA EDD Local Area Unemployment Statistics (LAUS)
511,1995,Contra Costa,Pinole,9658,10183,508,0.0511,CA EDD Local Area Unemployment Statistics (LAUS)
512,1995,Contra Costa,Pittsburg,22933,24916,2000,0.0801,CA EDD Local Area Unemployment Statistics (LAUS)
513,1995,Contra Costa,Pleasant Hill,18991,19725,725,0.0367,CA EDD Local Area Unemployment Statistics (LAUS)
514,1995,Contra Costa,Richmond,40708,45608,4875,0.1071,CA EDD Local Area Unemployment Statistics (LAUS)
515,1995,Contra Costa,San Pablo,10600,11983,1375,0.1149,CA EDD Local Area Unemployment Statistics (LAUS)
516,1995,Contra Costa,San Ramon,22083,22825,725,0.0317,CA EDD Local Area Unemployment Statistics (LAUS)
517,1995,Contra Costa,Unincorporated Contra Costa,2925,3073,154,0.0495,CA EDD Local Area Unemployment Statistics (LAUS)
518,1995,Contra Costa,Walnut Creek,32583,33850,1275,0.0374,CA EDD Local Area Unemployment Statistics (LAUS)
519,1995,Marin,Corte Madera,4533,4816,291,0.0619,CA EDD Local Area Unemployment Statistics (LAUS)
520,1995,Marin,Fairfax,4150,4391,208,0.052,CA EDD Local Area Unemployment Statistics (LAUS)
521,1995,Marin,Larkspur,6241,6450,200,0.0316,CA EDD Local Area Unemployment Statistics (LAUS)
522,1995,Marin,Mill Valley,7300,7550,275,0.0349,CA EDD Local Area Unemployment Statistics (LAUS)
523,1995,Marin,Novato,24391,25375,983,0.0388,CA EDD Local Area Unemployment Statistics (LAUS)
524,1995,Marin,San Anselmo,6641,6891,250,0.0364,CA EDD Local Area Unemployment Statistics (LAUS)
525,1995,Marin,San Rafael,25775,27400,1633,0.0601,CA EDD Local Area Unemployment Statistics (LAUS)
526,1995,Marin,Sausalito,4933,5183,250,0.0484,CA EDD Local Area Unemployment Statistics (LAUS)
527,1995,Marin,Unincorporated Marin,3387,3525,137,0.0395,CA EDD Local Area Unemployment Statistics (LAUS)
528,1995,Napa,Calistoga,2025,2191,166,0.0753,CA EDD Local Area Unemployment Statistics (LAUS)
529,1995,Napa,Napa,30250,32583,2350,0.0717,CA EDD Local Area Unemployment Statistics (LAUS)
530,1995,Napa,St. Helena,2433,2500,100,0.0283,CA EDD Local Area Unemployment Statistics (LAUS)
531,1995,Napa,Unincorporated Napa,1541,1641,116,0.0648,CA EDD Local Area Unemployment Statistics (LAUS)
532,1995,Napa,Yountville,883,900,0,0.0403,CA EDD Local Area Unemployment Statistics (LAUS)
533,1995,San Francisco,San Francisco,370958,394766,23816,0.0603,CA EDD Local Area Unemployment Statistics (LAUS)
534,1995,San Mateo,Atherton,3508,3566,100,0.0178,CA EDD Local Area Unemployment Statistics (LAUS)
535,1995,San Mateo,Belmont,14808,15325,525,0.0341,CA EDD Local Area Unemployment Statistics (LAUS)
536,1995,San Mateo,Brisbane,1700,1800,100,0.0503,CA EDD Local Area Unemployment Statistics (LAUS)
537,1995,San Mateo,Burlingame,14991,15433,425,0.028,CA EDD Local Area Unemployment Statistics (LAUS)
538,1995,San Mateo,Daly City,48466,51266,2791,0.0544,CA EDD Local Area Unemployment Statistics (LAUS)
539,1995,San Mateo,East Palo Alto,10008,11183,1183,0.1062,CA EDD Local Area Unemployment Statistics (LAUS)
540,1995,San Mateo,Foster City,17533,18158,616,0.034,CA EDD Local Area Unemployment Statistics (LAUS)
541,1995,San Mateo,Half Moon Bay,5125,5241,100,0.0245,CA EDD Local Area Unemployment Statistics (LAUS)
542,1995,San Mateo,Hillsborough,4883,5016,100,0.0252,CA EDD Local Area Unemployment Statistics (LAUS)
543,1995,San Mateo,Menlo Park,14400,14866,483,0.0323,CA EDD Local Area Unemployment Statistics (LAUS)
544,1995,San Mateo,Millbrae,10050,10400,333,0.032,CA EDD Local Area Unemployment Statistics (LAUS)
545,1995,San Mateo,Pacifica,21333,22075,750,0.0336,CA EDD Local Area Unemployment Statistics (LAUS)
546,1995,San Mateo,Redwood City,36308,37766,1433,0.0383,CA EDD Local Area Unemployment Statistics (LAUS)
547,1995,San Mateo,San Bruno,21083,22000,908,0.0414,CA EDD Local Area Unemployment Statistics (LAUS)
548,1995,San Mateo,San Carlos,15008,15366,383,0.0243,CA EDD Local Area Unemployment Statistics (LAUS)
549,1995,San Mateo,San Mateo,47866,49991,2133,0.0426,CA EDD Local Area Unemployment Statistics (LAUS)
550,1995,San Mateo,South San Francisco,27950,29500,1566,0.0528,CA EDD Local Area Unemployment Statistics (LAUS)
551,1995,San Mateo,Unincorporated San Mateo,3329,3539,241,0.0475,CA EDD Local Area Unemployment Statistics (LAUS)
552,1995,Santa Clara,Campbell,22091,22925,816,0.0356,CA EDD Local Area Unemployment Statistics (LAUS)
553,1995,Santa Clara,Cupertino,23758,24466,708,0.0287,CA EDD Local Area Unemployment Statistics (LAUS)
554,1995,Santa Clara,Gilroy,14883,16216,1325,0.0813,CA EDD Local Area Unemployment Statistics (LAUS)
555,1995,Santa Clara,Los Altos,13866,14308,433,0.0299,CA EDD Local Area Unemployment Statistics (LAUS)
556,1995,Santa Clara,Los Gatos,16225,16758,508,0.0304,CA EDD Local Area Unemployment Statistics (LAUS)
557,1995,Santa Clara,Milpitas,26416,27850,1408,0.0507,CA EDD Local Area Unemployment Statistics (LAUS)
558,1995,Santa Clara,Morgan Hill,12475,12950,500,0.0385,CA EDD Local Area Unemployment Statistics (LAUS)
559,1995,Santa Clara,Mountain View,42291,43766,1466,0.0339,CA EDD Local Area Unemployment Statistics (LAUS)
560,1995,Santa Clara,Palo Alto,32675,33500,833,0.025,CA EDD Local Area Unemployment Statistics (LAUS)
561,1995,Santa Clara,San Jose,413191,438433,25241,0.0576,CA EDD Local Area Unemployment Statistics (LAUS)
562,1995,Santa Clara,Santa Clara,55283,57966,2691,0.0462,CA EDD Local Area Unemployment Statistics (LAUS)
563,1995,Santa Clara,Saratoga,14650,15075,450,0.0297,CA EDD Local Area Unemployment Statistics (LAUS)
564,1995,Santa Clara,Sunnyvale,70241,73316,3058,0.0417,CA EDD Local Area Unemployment Statistics (LAUS)
565,1995,Santa Clara,Unincorporated Santa Clara,3933,4154,191,0.0483,CA EDD Local Area Unemployment Statistics (LAUS)
566,1995,Solano,Benicia,13541,14316,766,0.0531,CA EDD Local Area Unemployment Statistics (LAUS)
567,1995,Solano,Dixon,5016,5608,583,0.1035,CA EDD Local Area Unemployment Statistics (LAUS)
568,1995,Solano,Fairfield,34458,37716,3258,0.0863,CA EDD Local Area Unemployment Statistics (LAUS)
569,1995,Solano,Rio Vista,1566,1641,100,0.0497,CA EDD Local Area Unemployment Statistics (LAUS)
570,1995,Solano,Suisun City,10175,11233,1066,0.0944,CA EDD Local Area Unemployment Statistics (LAUS)
571,1995,Solano,Vacaville,32333,34575,2216,0.0643,CA EDD Local Area Unemployment Statistics (LAUS)
572,1995,Solano,Vallejo,49525,54250,4733,0.0873,CA EDD Local Area Unemployment Statistics (LAUS)
573,1995,Sonoma,Cloverdale,2391,2625,258,0.0964,CA EDD Local Area Unemployment Statistics (LAUS)
574,1995,Sonoma,Cotati,3441,3716,266,0.0732,CA EDD Local Area Unemployment Statistics (LAUS)
575,1995,Sonoma,Healdsburg,5125,5383,266,0.0504,CA EDD Local Area Unemployment Statistics (LAUS)
576,1995,Sonoma,Petaluma,24766,25933,1175,0.0449,CA EDD Local Area Unemployment Statistics (LAUS)
577,1995,Sonoma,Rohnert Park,21008,22383,1383,0.0618,CA EDD Local Area Unemployment Statistics (LAUS)
578,1995,Sonoma,Santa Rosa,60466,63891,3416,0.0536,CA EDD Local Area Unemployment Statistics (LAUS)
579,1995,Sonoma,Sebastopol,3641,3916,258,0.065,CA EDD Local Area Unemployment Statistics (LAUS)
580,1995,Sonoma,Sonoma,3750,3916,133,0.0362,CA EDD Local Area Unemployment Statistics (LAUS)
581,1995,Sonoma,Unincorporated Sonoma,1153,1224,58,0.0517,CA EDD Local Area Unemployment Statistics (LAUS)
582,1996,Alameda,Alameda,35983,37325,1366,0.0364,CA EDD Local Area Unemployment Statistics (LAUS)
583,1996,Alameda,Albany,8691,8908,200,0.0246,CA EDD Local Area Unemployment Statistics (LAUS)
584,1996,Alameda,Berkeley,56700,59483,2775,0.0468,CA EDD Local Area Unemployment Statistics (LAUS)
585,1996,Alameda,Dublin,11066,11416,316,0.0294,CA EDD Local Area Unemployment Statistics (LAUS)
586,1996,Alameda,Emeryville,3508,3700,191,0.0493,CA EDD Local Area Unemployment Statistics (LAUS)
587,1996,Alameda,Fremont,97500,101025,3533,0.0349,CA EDD Local Area Unemployment Statistics (LAUS)
588,1996,Alameda,Hayward,56191,59225,3033,0.0512,CA EDD Local Area Unemployment Statistics (LAUS)
589,1996,Alameda,Livermore,31683,32816,1150,0.0349,CA EDD Local Area Unemployment Statistics (LAUS)
590,1996,Alameda,Newark,20808,21775,983,0.0442,CA EDD Local Area Unemployment Statistics (LAUS)
591,1996,Alameda,Oakland,164600,178800,14208,0.0795,CA EDD Local Area Unemployment Statistics (LAUS)
592,1996,Alameda,Piedmont,5283,5383,100,0.0134,CA EDD Local Area Unemployment Statistics (LAUS)
593,1996,Alameda,Pleasanton,30358,31150,800,0.0255,CA EDD Local Area Unemployment Statistics (LAUS)
594,1996,Alameda,San Leandro,34325,35916,1591,0.0444,CA EDD Local Area Unemployment Statistics (LAUS)
595,1996,Alameda,Unincorporated Alameda,10498,11025,523,0.0516,CA EDD Local Area Unemployment Statistics (LAUS)
596,1996,Alameda,Union City,28108,29191,1091,0.0374,CA EDD Local Area Unemployment Statistics (LAUS)
597,1996,Contra Costa,Antioch,31691,33950,2258,0.0662,CA EDD Local Area Unemployment Statistics (LAUS)
598,1996,Contra Costa,Brentwood,3625,3933,291,0.0754,CA EDD Local Area Unemployment Statistics (LAUS)
599,1996,Contra Costa,Clayton,4383,4450,100,0.0178,CA EDD Local Area Unemployment Statistics (LAUS)
600,1996,Contra Costa,Concord,64583,67691,3108,0.0461,CA EDD Local Area Unemployment Statistics (LAUS)
601,1996,Contra Costa,Danville,18441,18891,450,0.0241,CA EDD Local Area Unemployment Statistics (LAUS)
602,1996,Contra Costa,El Cerrito,12458,12950,475,0.0363,CA EDD Local Area Unemployment Statistics (LAUS)
603,1996,Contra Costa,Hercules,10008,10466,450,0.0438,CA EDD Local Area Unemployment Statistics (LAUS)
604,1996,Contra Costa,Lafayette,13375,13700,308,0.0223,CA EDD Local Area Unemployment Statistics (LAUS)
605,1996,Contra Costa,Martinez,18641,19450,800,0.0406,CA EDD Local Area Unemployment Statistics (LAUS)
606,1996,Contra Costa,Moraga,8691,8850,150,0.0173,CA EDD Local Area Unemployment Statistics (LAUS)
607,1996,Contra Costa,Orinda,8766,9033,275,0.0298,CA EDD Local Area Unemployment Statistics (LAUS)
608,1996,Contra Costa,Pinole,9850,10308,450,0.0447,CA EDD Local Area Unemployment Statistics (LAUS)
609,1996,Contra Costa,Pittsburg,23400,25158,1758,0.0703,CA EDD Local Area Unemployment Statistics (LAUS)
610,1996,Contra Costa,Pleasant Hill,19400,20050,633,0.032,CA EDD Local Area Unemployment Statistics (LAUS)
611,1996,Contra Costa,Richmond,41558,45875,4333,0.0943,CA EDD Local Area Unemployment Statistics (LAUS)
612,1996,Contra Costa,San Pablo,10816,12025,1216,0.1013,CA EDD Local Area Unemployment Statistics (LAUS)
613,1996,Contra Costa,San Ramon,22533,23191,633,0.0276,CA EDD Local Area Unemployment Statistics (LAUS)
614,1996,Contra Costa,Unincorporated Contra Costa,2986,3119,149,0.0433,CA EDD Local Area Unemployment Statistics (LAUS)
615,1996,Contra Costa,Walnut Creek,33241,34358,1116,0.0327,CA EDD Local Area Unemployment Statistics (LAUS)
616,1996,Marin,Corte Madera,4608,4850,233,0.0499,CA EDD Local Area Unemployment Statistics (LAUS)
617,1996,Marin,Fairfax,4225,4425,200,0.0418,CA EDD Local Area Unemployment Statistics (LAUS)
618,1996,Marin,Larkspur,6350,6508,183,0.0253,CA EDD Local Area Unemployment Statistics (LAUS)
619,1996,Marin,Mill Valley,7425,7650,200,0.028,CA EDD Local Area Unemployment Statistics (LAUS)
620,1996,Marin,Novato,24833,25650,800,0.0311,CA EDD Local Area Unemployment Statistics (LAUS)
621,1996,Marin,San Anselmo,6758,6975,200,0.0291,CA EDD Local Area Unemployment Statistics (LAUS)
622,1996,Marin,San Rafael,26233,27566,1333,0.0484,CA EDD Local Area Unemployment Statistics (LAUS)
623,1996,Marin,Sausalito,5025,5233,200,0.0388,CA EDD Local Area Unemployment Statistics (LAUS)
624,1996,Marin,Unincorporated Marin,3454,3558,100,0.0317,CA EDD Local Area Unemployment Statistics (LAUS)
625,1996,Napa,Calistoga,2058,2241,175,0.0734,CA EDD Local Area Unemployment Statistics (LAUS)
626,1996,Napa,Napa,30750,33050,2316,0.0699,CA EDD Local Area Unemployment Statistics (LAUS)
627,1996,Napa,St. Helena,2466,2558,100,0.0275,CA EDD Local Area Unemployment Statistics (LAUS)
628,1996,Napa,Unincorporated Napa,1566,1666,112,0.0632,CA EDD Local Area Unemployment Statistics (LAUS)
629,1996,Napa,Yountville,883,900,0,0.0392,CA EDD Local Area Unemployment Statistics (LAUS)
630,1996,San Francisco,San Francisco,378966,398041,19091,0.048,CA EDD Local Area Unemployment Statistics (LAUS)
631,1996,San Mateo,Atherton,3616,3666,75,0.0144,CA EDD Local Area Unemployment Statistics (LAUS)
632,1996,San Mateo,Belmont,15250,15691,433,0.0276,CA EDD Local Area Unemployment Statistics (LAUS)
633,1996,San Mateo,Brisbane,1725,1800,100,0.0409,CA EDD Local Area Unemployment Statistics (LAUS)
634,1996,San Mateo,Burlingame,15450,15808,366,0.0227,CA EDD Local Area Unemployment Statistics (LAUS)
635,1996,San Mateo,Daly City,49908,52250,2308,0.0443,CA EDD Local Area Unemployment Statistics (LAUS)
636,1996,San Mateo,East Palo Alto,10300,11258,983,0.0873,CA EDD Local Area Unemployment Statistics (LAUS)
637,1996,San Mateo,Foster City,18050,18575,500,0.0276,CA EDD Local Area Unemployment Statistics (LAUS)
638,1996,San Mateo,Half Moon Bay,5275,5375,100,0.0198,CA EDD Local Area Unemployment Statistics (LAUS)
639,1996,San Mateo,Hillsborough,5025,5133,100,0.0204,CA EDD Local Area Unemployment Statistics (LAUS)
640,1996,San Mateo,Menlo Park,14833,15225,391,0.0262,CA EDD Local Area Unemployment Statistics (LAUS)
641,1996,San Mateo,Millbrae,10366,10633,283,0.0259,CA EDD Local Area Unemployment Statistics (LAUS)
642,1996,San Mateo,Pacifica,21975,22583,616,0.0272,CA EDD Local Area Unemployment Statistics (LAUS)
643,1996,San Mateo,Redwood City,37416,38600,1200,0.0311,CA EDD Local Area Unemployment Statistics (LAUS)
644,1996,San Mateo,San Bruno,21725,22483,766,0.0336,CA EDD Local Area Unemployment Statistics (LAUS)
645,1996,San Mateo,San Carlos,15466,15766,300,0.0197,CA EDD Local Area Unemployment Statistics (LAUS)
646,1996,San Mateo,San Mateo,49291,51066,1775,0.0346,CA EDD Local Area Unemployment Statistics (LAUS)
647,1996,San Mateo,South San Francisco,28791,30083,1291,0.0429,CA EDD Local Area Unemployment Statistics (LAUS)
648,1996,San Mateo,Unincorporated San Mateo,3416,3616,185,0.0387,CA EDD Local Area Unemployment Statistics (LAUS)
649,1996,Santa Clara,Campbell,23225,23866,625,0.0265,CA EDD Local Area Unemployment Statistics (LAUS)
650,1996,Santa Clara,Cupertino,24975,25525,533,0.0213,CA EDD Local Area Unemployment Statistics (LAUS)
651,1996,Santa Clara,Gilroy,15675,16666,1025,0.0612,CA EDD Local Area Unemployment Statistics (LAUS)
652,1996,Santa Clara,Los Altos,14583,14925,316,0.0222,CA EDD Local Area Unemployment Statistics (LAUS)
653,1996,Santa Clara,Los Gatos,17058,17466,391,0.0226,CA EDD Local Area Unemployment Statistics (LAUS)
654,1996,Santa Clara,Milpitas,27766,28858,1100,0.0379,CA EDD Local Area Unemployment Statistics (LAUS)
655,1996,Santa Clara,Morgan Hill,13116,13483,391,0.0287,CA EDD Local Area Unemployment Statistics (LAUS)
656,1996,Santa Clara,Mountain View,44450,45600,1133,0.0252,CA EDD Local Area Unemployment Statistics (LAUS)
657,1996,Santa Clara,Palo Alto,34333,34991,633,0.0185,CA EDD Local Area Unemployment Statistics (LAUS)
658,1996,Santa Clara,San Jose,434225,453741,19533,0.0431,CA EDD Local Area Unemployment Statistics (LAUS)
659,1996,Santa Clara,Santa Clara,58108,60158,2075,0.0344,CA EDD Local Area Unemployment Statistics (LAUS)
660,1996,Santa Clara,Saratoga,15383,15708,333,0.0221,CA EDD Local Area Unemployment Statistics (LAUS)
661,1996,Santa Clara,Sunnyvale,73816,76183,2366,0.0311,CA EDD Local Area Unemployment Statistics (LAUS)
662,1996,Santa Clara,Unincorporated Santa Clara,4137,4308,150,0.036,CA EDD Local Area Unemployment Statistics (LAUS)
663,1996,Solano,Benicia,13716,14466,750,0.0518,CA EDD Local Area Unemployment Statistics (LAUS)
664,1996,Solano,Dixon,5075,5650,558,0.1011,CA EDD Local Area Unemployment Statistics (LAUS)
665,1996,Solano,Fairfield,34891,38108,3216,0.0843,CA EDD Local Area Unemployment Statistics (LAUS)
666,1996,Solano,Rio Vista,1575,1666,100,0.0485,CA EDD Local Area Unemployment Statistics (LAUS)
667,1996,Solano,Suisun City,10291,11350,1041,0.0922,CA EDD Local Area Unemployment Statistics (LAUS)
668,1996,Solano,Vacaville,32766,34950,2200,0.0628,CA EDD Local Area Unemployment Statistics (LAUS)
669,1996,Solano,Vallejo,50158,54825,4675,0.0852,CA EDD Local Area Unemployment Statistics (LAUS)
670,1996,Sonoma,Cloverdale,2466,2691,208,0.0789,CA EDD Local Area Unemployment Statistics (LAUS)
671,1996,Sonoma,Cotati,3566,3816,225,0.0596,CA EDD Local Area Unemployment Statistics (LAUS)
672,1996,Sonoma,Healdsburg,5308,5533,225,0.0409,CA EDD Local Area Unemployment Statistics (LAUS)
673,1996,Sonoma,Petaluma,25700,26650,966,0.0364,CA EDD Local Area Unemployment Statistics (LAUS)
674,1996,Sonoma,Rohnert Park,21783,22941,1158,0.0502,CA EDD Local Area Unemployment Statistics (LAUS)
675,1996,Sonoma,Santa Rosa,62725,65550,2858,0.0435,CA EDD Local Area Unemployment Statistics (LAUS)
676,1996,Sonoma,Sebastopol,3775,4008,208,0.0529,CA EDD Local Area Unemployment Statistics (LAUS)
677,1996,Sonoma,Sonoma,3900,4025,100,0.0293,CA EDD Local Area Unemployment Statistics (LAUS)
678,1996,Sonoma,Unincorporated Sonoma,1193,1260,48,0.0421,CA EDD Local Area Unemployment Statistics (LAUS)
679,1997,Alameda,Alameda,37008,38241,1241,0.0321,CA EDD Local Area Unemployment Statistics (LAUS)
680,1997,Alameda,Albany,8925,9141,200,0.0216,CA EDD Local Area Unemployment Statistics (LAUS)
681,1997,Alameda,Berkeley,58341,60833,2516,0.0413,CA EDD Local Area Unemployment Statistics (LAUS)
682,1997,Alameda,Dublin,11391,11691,291,0.0259,CA EDD Local Area Unemployment Statistics (LAUS)
683,1997,Alameda,Emeryville,3625,3766,183,0.0436,CA EDD Local Area Unemployment Statistics (LAUS)
684,1997,Alameda,Fremont,100275,103458,3191,0.0308,CA EDD Local Area Unemployment Statistics (LAUS)
685,1997,Alameda,Hayward,57791,60533,2750,0.0453,CA EDD Local Area Unemployment Statistics (LAUS)
686,1997,Alameda,Livermore,32558,33608,1041,0.0307,CA EDD Local Area Unemployment Statistics (LAUS)
687,1997,Alameda,Newark,21400,22283,866,0.039,CA EDD Local Area Unemployment Statistics (LAUS)
688,1997,Alameda,Oakland,169275,182100,12841,0.0705,CA EDD Local Area Unemployment Statistics (LAUS)
689,1997,Alameda,Piedmont,5466,5516,100,0.0117,CA EDD Local Area Unemployment Statistics (LAUS)
690,1997,Alameda,Pleasanton,31216,31933,716,0.0224,CA EDD Local Area Unemployment Statistics (LAUS)
691,1997,Alameda,San Leandro,35291,36758,1450,0.0392,CA EDD Local Area Unemployment Statistics (LAUS)
692,1997,Alameda,Unincorporated Alameda,10803,11276,470,0.0456,CA EDD Local Area Unemployment Statistics (LAUS)
693,1997,Alameda,Union City,28900,29883,983,0.033,CA EDD Local Area Unemployment Statistics (LAUS)
694,1997,Contra Costa,Antioch,32758,34691,1933,0.0559,CA EDD Local Area Unemployment Statistics (LAUS)
695,1997,Contra Costa,Brentwood,3750,4008,258,0.0637,CA EDD Local Area Unemployment Statistics (LAUS)
696,1997,Contra Costa,Clayton,4516,4583,100,0.0149,CA EDD Local Area Unemployment Statistics (LAUS)
697,1997,Contra Costa,Concord,66716,69391,2691,0.0388,CA EDD Local Area Unemployment Statistics (LAUS)
698,1997,Contra Costa,Danville,19050,19441,383,0.0202,CA EDD Local Area Unemployment Statistics (LAUS)
699,1997,Contra Costa,El Cerrito,12875,13283,400,0.0305,CA EDD Local Area Unemployment Statistics (LAUS)
700,1997,Contra Costa,Hercules,10358,10733,391,0.0368,CA EDD Local Area Unemployment Statistics (LAUS)
701,1997,Contra Costa,Lafayette,13858,14091,275,0.0187,CA EDD Local Area Unemployment Statistics (LAUS)
702,1997,Contra Costa,Martinez,19275,19950,683,0.0341,CA EDD Local Area Unemployment Statistics (LAUS)
703,1997,Contra Costa,Moraga,8975,9108,108,0.0144,CA EDD Local Area Unemployment Statistics (LAUS)
704,1997,Contra Costa,Orinda,9066,9291,216,0.0249,CA EDD Local Area Unemployment Statistics (LAUS)
705,1997,Contra Costa,Pinole,10183,10558,391,0.0376,CA EDD Local Area Unemployment Statistics (LAUS)
706,1997,Contra Costa,Pittsburg,24166,25683,1525,0.0593,CA EDD Local Area Unemployment Statistics (LAUS)
707,1997,Contra Costa,Pleasant Hill,20041,20591,558,0.0269,CA EDD Local Area Unemployment Statistics (LAUS)
708,1997,Contra Costa,Richmond,42925,46658,3733,0.0799,CA EDD Local Area Unemployment Statistics (LAUS)
709,1997,Contra Costa,San Pablo,11166,12225,1050,0.086,CA EDD Local Area Unemployment Statistics (LAUS)
710,1997,Contra Costa,San Ramon,23266,23841,558,0.0232,CA EDD Local Area Unemployment Statistics (LAUS)
711,1997,Contra Costa,Unincorporated Contra Costa,3084,3199,129,0.0364,CA EDD Local Area Unemployment Statistics (LAUS)
712,1997,Contra Costa,Walnut Creek,34341,35300,958,0.0274,CA EDD Local Area Unemployment Statistics (LAUS)
713,1997,Marin,Corte Madera,4725,4941,200,0.0418,CA EDD Local Area Unemployment Statistics (LAUS)
714,1997,Marin,Fairfax,4325,4491,158,0.035,CA EDD Local Area Unemployment Statistics (LAUS)
715,1997,Marin,Larkspur,6508,6641,133,0.0211,CA EDD Local Area Unemployment Statistics (LAUS)
716,1997,Marin,Mill Valley,7616,7766,191,0.0233,CA EDD Local Area Unemployment Statistics (LAUS)
717,1997,Marin,Novato,25391,26091,658,0.026,CA EDD Local Area Unemployment Statistics (LAUS)
718,1997,Marin,San Anselmo,6916,7083,191,0.0243,CA EDD Local Area Unemployment Statistics (LAUS)
719,1997,Marin,San Rafael,26841,27958,1133,0.0405,CA EDD Local Area Unemployment Statistics (LAUS)
720,1997,Marin,Sausalito,5133,5316,191,0.0325,CA EDD Local Area Unemployment Statistics (LAUS)
721,1997,Marin,Unincorporated Marin,3529,3620,95,0.0265,CA EDD Local Area Unemployment Statistics (LAUS)
722,1997,Napa,Calistoga,2125,2250,133,0.0628,CA EDD Local Area Unemployment Statistics (LAUS)
723,1997,Napa,Napa,31616,33625,2000,0.0597,CA EDD Local Area Unemployment Statistics (LAUS)
724,1997,Napa,St. Helena,2550,2600,83,0.0234,CA EDD Local Area Unemployment Statistics (LAUS)
725,1997,Napa,Unincorporated Napa,1620,1704,91,0.0539,CA EDD Local Area Unemployment Statistics (LAUS)
726,1997,Napa,Yountville,900,925,0,0.0333,CA EDD Local Area Unemployment Statistics (LAUS)
727,1997,San Francisco,San Francisco,391641,408366,16733,0.041,CA EDD Local Area Unemployment Statistics (LAUS)
728,1997,San Mateo,Atherton,3725,3783,0,0.0114,CA EDD Local Area Unemployment Statistics (LAUS)
729,1997,San Mateo,Belmont,15766,16100,358,0.0219,CA EDD Local Area Unemployment Statistics (LAUS)
730,1997,San Mateo,Brisbane,1800,1866,91,0.0326,CA EDD Local Area Unemployment Statistics (LAUS)
731,1997,San Mateo,Burlingame,15975,16258,283,0.018,CA EDD Local Area Unemployment Statistics (LAUS)
732,1997,San Mateo,Daly City,51566,53458,1883,0.0353,CA EDD Local Area Unemployment Statistics (LAUS)
733,1997,San Mateo,East Palo Alto,10650,11441,816,0.0702,CA EDD Local Area Unemployment Statistics (LAUS)
734,1997,San Mateo,Foster City,18650,19083,400,0.0219,CA EDD Local Area Unemployment Statistics (LAUS)
735,1997,San Mateo,Half Moon Bay,5450,5541,100,0.0157,CA EDD Local Area Unemployment Statistics (LAUS)
736,1997,San Mateo,Hillsborough,5200,5275,100,0.0162,CA EDD Local Area Unemployment Statistics (LAUS)
737,1997,San Mateo,Menlo Park,15316,15641,325,0.0208,CA EDD Local Area Unemployment Statistics (LAUS)
738,1997,San Mateo,Millbrae,10691,10933,208,0.0206,CA EDD Local Area Unemployment Statistics (LAUS)
739,1997,San Mateo,Pacifica,22691,23200,491,0.0216,CA EDD Local Area Unemployment Statistics (LAUS)
740,1997,San Mateo,Redwood City,38641,39608,983,0.0247,CA EDD Local Area Unemployment Statistics (LAUS)
741,1997,San Mateo,San Bruno,22450,23058,633,0.0267,CA EDD Local Area Unemployment Statistics (LAUS)
742,1997,San Mateo,San Carlos,15975,16200,258,0.0156,CA EDD Local Area Unemployment Statistics (LAUS)
743,1997,San Mateo,San Mateo,50916,52358,1441,0.0275,CA EDD Local Area Unemployment Statistics (LAUS)
744,1997,San Mateo,South San Francisco,29725,30791,1041,0.0342,CA EDD Local Area Unemployment Statistics (LAUS)
745,1997,San Mateo,Unincorporated San Mateo,3529,3677,141,0.0309,CA EDD Local Area Unemployment Statistics (LAUS)
746,1997,Santa Clara,Campbell,24366,24925,558,0.0221,CA EDD Local Area Unemployment Statistics (LAUS)
747,1997,Santa Clara,Cupertino,26216,26691,475,0.0178,CA EDD Local Area Unemployment Statistics (LAUS)
748,1997,Santa Clara,Gilroy,16425,17325,900,0.0515,CA EDD Local Area Unemployment Statistics (LAUS)
749,1997,Santa Clara,Los Altos,15316,15600,283,0.0186,CA EDD Local Area Unemployment Statistics (LAUS)
750,1997,Santa Clara,Los Gatos,17900,18250,350,0.0189,CA EDD Local Area Unemployment Statistics (LAUS)
751,1997,Santa Clara,Milpitas,29150,30100,958,0.0317,CA EDD Local Area Unemployment Statistics (LAUS)
752,1997,Santa Clara,Morgan Hill,13741,14091,333,0.024,CA EDD Local Area Unemployment Statistics (LAUS)
753,1997,Santa Clara,Mountain View,46650,47666,1000,0.021,CA EDD Local Area Unemployment Statistics (LAUS)
754,1997,Santa Clara,Palo Alto,36050,36616,575,0.0155,CA EDD Local Area Unemployment Statistics (LAUS)
