Objectid,Year,County,City,Employment,Labor_Force,Unemployment,Unemployment_Rate,Source
2636,2016,San Francisco,San Francisco,536975,555333,18341,0.033,CA EDD Local Area Unemployment Statistics (LAUS)
2637,2016,San Mateo,Atherton,2800,2900,100,0.0337,CA EDD Local Area Unemployment Statistics (LAUS)
2638,2016,San Mateo,Belmont,15800,16283,500,0.0312,CA EDD Local Area Unemployment Statistics (LAUS)
2639,2016,San Mateo,Brisbane,2675,2750,100,0.0297,CA EDD Local Area Unemployment Statistics (LAUS)
2640,2016,San Mateo,Burlingame,17291,17800,533,0.0302,CA EDD Local Area Unemployment Statistics (LAUS)
2641,2016,San Mateo,Daly City,61200,63133,1975,0.0312,CA EDD Local Area Unemployment Statistics (LAUS)
2642,2016,San Mateo,East Palo Alto,14200,14750,566,0.0375,CA EDD Local Area Unemployment Statistics (LAUS)
2643,2016,San Mateo,Foster City,18983,19550,575,0.0288,CA EDD Local Area Unemployment Statistics (LAUS)
2644,2016,San Mateo,Half Moon Bay,7341,7550,200,0.0268,CA EDD Local Area Unemployment Statistics (LAUS)
2645,2016,San Mateo,Hillsborough,4791,4941,141,0.0297,CA EDD Local Area Unemployment Statistics (LAUS)
2646,2016,San Mateo,Menlo Park,18491,19025,516,0.0272,CA EDD Local Area Unemployment Statistics (LAUS)
2647,2016,San Mateo,Millbrae,11633,11958,308,0.0276,CA EDD Local Area Unemployment Statistics (LAUS)
2648,2016,San Mateo,Pacifica,23083,23850,766,0.0319,CA EDD Local Area Unemployment Statistics (LAUS)
2649,2016,San Mateo,Redwood City,47675,49141,1466,0.0299,CA EDD Local Area Unemployment Statistics (LAUS)
2650,2016,San Mateo,San Bruno,25408,26208,808,0.0307,CA EDD Local Area Unemployment Statistics (LAUS)
2651,2016,San Mateo,San Carlos,16500,17016,500,0.0302,CA EDD Local Area Unemployment Statistics (LAUS)
2652,2016,San Mateo,San Mateo,60833,62666,1833,0.0292,CA EDD Local Area Unemployment Statistics (LAUS)
2653,2016,San Mateo,South San Francisco,36933,38166,1216,0.0319,CA EDD Local Area Unemployment Statistics (LAUS)
2654,2016,San Mateo,Unincorporated San Mateo,4162,4335,168,0.0382,CA EDD Local Area Unemployment Statistics (LAUS)
2655,2016,Santa Clara,Campbell,24525,25408,883,0.0349,CA EDD Local Area Unemployment Statistics (LAUS)
2656,2016,Santa Clara,Cupertino,28475,29566,1083,0.0366,CA EDD Local Area Unemployment Statistics (LAUS)
2657,2016,Santa Clara,Gilroy,26975,28275,1300,0.0459,CA EDD Local Area Unemployment Statistics (LAUS)
2658,2016,Santa Clara,Los Altos,14091,14625,541,0.0366,CA EDD Local Area Unemployment Statistics (LAUS)
2659,2016,Santa Clara,Los Gatos,15258,15900,625,0.0398,CA EDD Local Area Unemployment Statistics (LAUS)
2660,2016,Santa Clara,Milpitas,39383,41075,1716,0.042,CA EDD Local Area Unemployment Statistics (LAUS)
2661,2016,Santa Clara,Morgan Hill,22558,23508,941,0.0402,CA EDD Local Area Unemployment Statistics (LAUS)
2662,2016,Santa Clara,Mountain View,48733,50158,1408,0.0283,CA EDD Local Area Unemployment Statistics (LAUS)
2663,2016,Santa Clara,Palo Alto,34316,35433,1091,0.0311,CA EDD Local Area Unemployment Statistics (LAUS)
2664,2016,Santa Clara,San Jose,523208,544683,21483,0.0393,CA EDD Local Area Unemployment Statistics (LAUS)
2665,2016,Santa Clara,Santa Clara,66358,68816,2458,0.0357,CA EDD Local Area Unemployment Statistics (LAUS)
2666,2016,Santa Clara,Saratoga,14166,14741,575,0.0392,CA EDD Local Area Unemployment Statistics (LAUS)
2667,2016,Santa Clara,Sunnyvale,83541,86308,2758,0.0318,CA EDD Local Area Unemployment Statistics (LAUS)
2668,2016,Santa Clara,Unincorporated Santa Clara,3695,3800,100,0.0284,CA EDD Local Area Unemployment Statistics (LAUS)
2669,2016,Solano,Benicia,14208,14808,583,0.0403,CA EDD Local Area Unemployment Statistics (LAUS)
2670,2016,Solano,Dixon,8825,9275,441,0.0472,CA EDD Local Area Unemployment Statistics (LAUS)
2671,2016,Solano,Fairfield,50066,52783,2750,0.052,CA EDD Local Area Unemployment Statistics (LAUS)
2672,2016,Solano,Rio Vista,2608,2750,100,0.0448,CA EDD Local Area Unemployment Statistics (LAUS)
2673,2016,Solano,Suisun City,13600,14441,858,0.0591,CA EDD Local Area Unemployment Statistics (LAUS)
2674,2016,Solano,Unincorporated Solano,100,100,0,0,CA EDD Local Area Unemployment Statistics (LAUS)
2675,2016,Solano,Vacaville,43150,45383,2216,0.049,CA EDD Local Area Unemployment Statistics (LAUS)
2676,2016,Solano,Vallejo,53375,56841,3483,0.0612,CA EDD Local Area Unemployment Statistics (LAUS)
2677,2016,Sonoma,Cloverdale,4233,4325,100,0.0228,CA EDD Local Area Unemployment Statistics (LAUS)
2678,2016,Sonoma,Cotati,3966,4150,200,0.0448,CA EDD Local Area Unemployment Statistics (LAUS)
2679,2016,Sonoma,Healdsburg,5591,5800,200,0.0347,CA EDD Local Area Unemployment Statistics (LAUS)
2680,2016,Sonoma,Petaluma,31875,33041,1175,0.0357,CA EDD Local Area Unemployment Statistics (LAUS)
2681,2016,Sonoma,Rohnert Park,22250,23141,916,0.0392,CA EDD Local Area Unemployment Statistics (LAUS)
2682,2016,Sonoma,Santa Rosa,84941,88525,3583,0.0403,CA EDD Local Area Unemployment Statistics (LAUS)
2683,2016,Sonoma,Sebastopol,3808,4058,233,0.058,CA EDD Local Area Unemployment Statistics (LAUS)
2684,2016,Sonoma,Sonoma,5133,5458,316,0.0598,CA EDD Local Area Unemployment Statistics (LAUS)
2685,2016,Sonoma,Unincorporated Sonoma,1338,1416,65,0.0431,CA EDD Local Area Unemployment Statistics (LAUS)
2686,2016,Sonoma,Windsor,13525,14100,583,0.0408,CA EDD Local Area Unemployment Statistics (LAUS)
2687,2017,Alameda,Alameda,40158,41616,1450,0.0348,CA EDD Local Area Unemployment Statistics (LAUS)
2688,2017,Alameda,Albany,9500,9766,283,0.0283,CA EDD Local Area Unemployment Statistics (LAUS)
2689,2017,Alameda,Berkeley,60600,62816,2250,0.0356,CA EDD Local Area Unemployment Statistics (LAUS)
2690,2017,Alameda,Dublin,30066,31058,991,0.0321,CA EDD Local Area Unemployment Statistics (LAUS)
2691,2017,Alameda,Emeryville,7283,7516,241,0.0313,CA EDD Local Area Unemployment Statistics (LAUS)
2692,2017,Alameda,Fremont,114708,118675,3966,0.0334,CA EDD Local Area Unemployment Statistics (LAUS)
2693,2017,Alameda,Hayward,74883,78008,3141,0.04,CA EDD Local Area Unemployment Statistics (LAUS)
2694,2017,Alameda,Livermore,46683,48166,1508,0.031,CA EDD Local Area Unemployment Statistics (LAUS)
2695,2017,Alameda,Newark,23916,24783,866,0.0355,CA EDD Local Area Unemployment Statistics (LAUS)
2696,2017,Alameda,Oakland,203158,212091,8941,0.042,CA EDD Local Area Unemployment Statistics (LAUS)
2697,2017,Alameda,Piedmont,5091,5200,100,0.0236,CA EDD Local Area Unemployment Statistics (LAUS)
2698,2017,Alameda,Pleasanton,39941,41275,1333,0.032,CA EDD Local Area Unemployment Statistics (LAUS)
2699,2017,Alameda,San Leandro,44916,46683,1758,0.0378,CA EDD Local Area Unemployment Statistics (LAUS)
2700,2017,Alameda,Unincorporated Alameda,11094,11562,466,0.0404,CA EDD Local Area Unemployment Statistics (LAUS)
2701,2017,Alameda,Union City,35808,37183,1383,0.037,CA EDD Local Area Unemployment Statistics (LAUS)
2702,2017,Contra Costa,Antioch,48266,50725,2450,0.0484,CA EDD Local Area Unemployment Statistics (LAUS)
2703,2017,Contra Costa,Brentwood,27575,28791,1200,0.0422,CA EDD Local Area Unemployment Statistics (LAUS)
2704,2017,Contra Costa,Clayton,5850,5991,108,0.0224,CA EDD Local Area Unemployment Statistics (LAUS)
2705,2017,Contra Costa,Concord,63366,65708,2366,0.0361,CA EDD Local Area Unemployment Statistics (LAUS)
2706,2017,Contra Costa,Danville,20041,20741,716,0.0346,CA EDD Local Area Unemployment Statistics (LAUS)
2707,2017,Contra Costa,El Cerrito,13350,13775,433,0.031,CA EDD Local Area Unemployment Statistics (LAUS)
2708,2017,Contra Costa,Hercules,13350,13858,500,0.0358,CA EDD Local Area Unemployment Statistics (LAUS)
2709,2017,Contra Costa,Lafayette,12150,12566,408,0.0319,CA EDD Local Area Unemployment Statistics (LAUS)
2710,2017,Contra Costa,Martinez,19808,20541,733,0.0356,CA EDD Local Area Unemployment Statistics (LAUS)
2711,2017,Contra Costa,Moraga,7300,7533,225,0.0306,CA EDD Local Area Unemployment Statistics (LAUS)
2712,2017,Contra Costa,Oakley,18791,19633,858,0.0428,CA EDD Local Area Unemployment Statistics (LAUS)
2713,2017,Contra Costa,Orinda,8833,9041,200,0.0231,CA EDD Local Area Unemployment Statistics (LAUS)
2714,2017,Contra Costa,Pinole,9800,10108,325,0.0321,CA EDD Local Area Unemployment Statistics (LAUS)
2715,2017,Contra Costa,Pittsburg,32583,34116,1525,0.0448,CA EDD Local Area Unemployment Statistics (LAUS)
2716,2017,Contra Costa,Pleasant Hill,17458,18100,641,0.0355,CA EDD Local Area Unemployment Statistics (LAUS)
2717,2017,Contra Costa,Richmond,50416,52733,2291,0.0434,CA EDD Local Area Unemployment Statistics (LAUS)
2718,2017,Contra Costa,San Pablo,13275,13841,558,0.0411,CA EDD Local Area Unemployment Statistics (LAUS)
2719,2017,Contra Costa,San Ramon,38258,39550,1300,0.0327,CA EDD Local Area Unemployment Statistics (LAUS)
2720,2017,Contra Costa,Unincorporated Contra Costa,2809,2947,139,0.0405,CA EDD Local Area Unemployment Statistics (LAUS)
2721,2017,Contra Costa,Walnut Creek,33091,34275,1158,0.0338,CA EDD Local Area Unemployment Statistics (LAUS)
2722,2017,Marin,Corte Madera,5200,5375,166,0.0298,CA EDD Local Area Unemployment Statistics (LAUS)
2723,2017,Marin,Fairfax,4583,4666,100,0.0211,CA EDD Local Area Unemployment Statistics (LAUS)
2724,2017,Marin,Larkspur,6558,6741,200,0.0271,CA EDD Local Area Unemployment Statistics (LAUS)
2725,2017,Marin,Mill Valley,7083,7183,100,0.0144,CA EDD Local Area Unemployment Statistics (LAUS)
2726,2017,Marin,Novato,28775,29683,875,0.0294,CA EDD Local Area Unemployment Statistics (LAUS)
2727,2017,Marin,San Anselmo,7041,7283,250,0.0335,CA EDD Local Area Unemployment Statistics (LAUS)
2728,2017,Marin,San Rafael,31558,32466,916,0.0282,CA EDD Local Area Unemployment Statistics (LAUS)
2729,2017,Marin,Sausalito,4483,4608,100,0.027,CA EDD Local Area Unemployment Statistics (LAUS)
2730,2017,Marin,Unincorporated Marin,1725,1783,58,0.0114,CA EDD Local Area Unemployment Statistics (LAUS)
2731,2017,Napa,American Canyon,9808,10341,541,0.0531,CA EDD Local Area Unemployment Statistics (LAUS)
2732,2017,Napa,Calistoga,2583,2666,100,0.0307,CA EDD Local Area Unemployment Statistics (LAUS)
2733,2017,Napa,Napa,40066,41675,1616,0.0384,CA EDD Local Area Unemployment Statistics (LAUS)
2734,2017,Napa,St. Helena,2825,2933,100,0.0372,CA EDD Local Area Unemployment Statistics (LAUS)
2735,2017,Napa,Unincorporated Napa,1200,1237,50,0.046,CA EDD Local Area Unemployment Statistics (LAUS)
2736,2017,Napa,Yountville,1166,1191,0,0.0257,CA EDD Local Area Unemployment Statistics (LAUS)
2737,2017,San Francisco,San Francisco,546433,563066,16591,0.0295,CA EDD Local Area Unemployment Statistics (LAUS)
2738,2017,San Mateo,Atherton,3041,3116,100,0.0295,CA EDD Local Area Unemployment Statistics (LAUS)
2739,2017,San Mateo,Belmont,15833,16308,450,0.0288,CA EDD Local Area Unemployment Statistics (LAUS)
2740,2017,San Mateo,Brisbane,2800,2866,100,0.0221,CA EDD Local Area Unemployment Statistics (LAUS)
2741,2017,San Mateo,Burlingame,17516,17983,450,0.0262,CA EDD Local Area Unemployment Statistics (LAUS)
2742,2017,San Mateo,Daly City,61633,63366,1758,0.0276,CA EDD Local Area Unemployment Statistics (LAUS)
2743,2017,San Mateo,East Palo Alto,14258,14733,466,0.0324,CA EDD Local Area Unemployment Statistics (LAUS)
2744,2017,San Mateo,Foster City,19133,19650,525,0.0266,CA EDD Local Area Unemployment Statistics (LAUS)
2745,2017,San Mateo,Half Moon Bay,7475,7650,150,0.0197,CA EDD Local Area Unemployment Statistics (LAUS)
2746,2017,San Mateo,Hillsborough,4891,5033,141,0.0285,CA EDD Local Area Unemployment Statistics (LAUS)
2747,2017,San Mateo,Menlo Park,18800,19250,475,0.0248,CA EDD Local Area Unemployment Statistics (LAUS)
2748,2017,San Mateo,Millbrae,12258,12583,350,0.0285,CA EDD Local Area Unemployment Statistics (LAUS)
2749,2017,San Mateo,Pacifica,23133,23825,675,0.0286,CA EDD Local Area Unemployment Statistics (LAUS)
2750,2017,San Mateo,Redwood City,48708,50058,1350,0.0268,CA EDD Local Area Unemployment Statistics (LAUS)
2751,2017,San Mateo,San Bruno,25658,26400,733,0.0283,CA EDD Local Area Unemployment Statistics (LAUS)
2752,2017,San Mateo,San Carlos,16916,17375,458,0.0268,CA EDD Local Area Unemployment Statistics (LAUS)
2753,2017,San Mateo,San Mateo,61425,63083,1675,0.0264,CA EDD Local Area Unemployment Statistics (LAUS)
2754,2017,San Mateo,South San Francisco,37258,38375,1125,0.0293,CA EDD Local Area Unemployment Statistics (LAUS)
2755,2017,San Mateo,Unincorporated San Mateo,4272,4425,179,0.0402,CA EDD Local Area Unemployment Statistics (LAUS)
2756,2017,Santa Clara,Campbell,25033,25766,766,0.0296,CA EDD Local Area Unemployment Statistics (LAUS)
2757,2017,Santa Clara,Cupertino,28683,29633,958,0.0323,CA EDD Local Area Unemployment Statistics (LAUS)
2758,2017,Santa Clara,Gilroy,28375,29525,1150,0.0389,CA EDD Local Area Unemployment Statistics (LAUS)
2759,2017,Santa Clara,Los Altos,14250,14700,450,0.0306,CA EDD Local Area Unemployment Statistics (LAUS)
2760,2017,Santa Clara,Los Gatos,15441,15966,533,0.0333,CA EDD Local Area Unemployment Statistics (LAUS)
2761,2017,Santa Clara,Milpitas,39875,41300,1450,0.0351,CA EDD Local Area Unemployment Statistics (LAUS)
2762,2017,Santa Clara,Morgan Hill,23125,23916,791,0.0332,CA EDD Local Area Unemployment Statistics (LAUS)
2763,2017,Santa Clara,Mountain View,49591,50825,1250,0.0244,CA EDD Local Area Unemployment Statistics (LAUS)
2764,2017,Santa Clara,Palo Alto,34566,35533,958,0.027,CA EDD Local Area Unemployment Statistics (LAUS)
2765,2017,Santa Clara,San Jose,530916,549441,18558,0.0338,CA EDD Local Area Unemployment Statistics (LAUS)
2766,2017,Santa Clara,Santa Clara,67316,69466,2141,0.0308,CA EDD Local Area Unemployment Statistics (LAUS)
2767,2017,Santa Clara,Saratoga,14300,14825,516,0.0345,CA EDD Local Area Unemployment Statistics (LAUS)
2768,2017,Santa Clara,Sunnyvale,84458,86900,2458,0.0282,CA EDD Local Area Unemployment Statistics (LAUS)
2769,2017,Santa Clara,Unincorporated Santa Clara,3729,3820,104,0.026,CA EDD Local Area Unemployment Statistics (LAUS)
2770,2017,Solano,Benicia,14283,14825,550,0.0373,CA EDD Local Area Unemployment Statistics (LAUS)
2771,2017,Solano,Dixon,9191,9725,533,0.0539,CA EDD Local Area Unemployment Statistics (LAUS)
2772,2017,Solano,Fairfield,50633,53058,2425,0.0454,CA EDD Local Area Unemployment Statistics (LAUS)
2773,2017,Solano,Rio Vista,2908,3025,100,0.0378,CA EDD Local Area Unemployment Statistics (LAUS)
2774,2017,Solano,Suisun City,13650,14333,716,0.049,CA EDD Local Area Unemployment Statistics (LAUS)
2775,2017,Solano,Unincorporated Solano,100,100,0,0.0544,CA EDD Local Area Unemployment Statistics (LAUS)
2776,2017,Solano,Vacaville,43900,45791,1925,0.0422,CA EDD Local Area Unemployment Statistics (LAUS)
2777,2017,Solano,Vallejo,53658,56675,3016,0.0532,CA EDD Local Area Unemployment Statistics (LAUS)
2778,2017,Sonoma,Cloverdale,4316,4416,100,0.022,CA EDD Local Area Unemployment Statistics (LAUS)
2779,2017,Sonoma,Cotati,4200,4350,116,0.0318,CA EDD Local Area Unemployment Statistics (LAUS)
2780,2017,Sonoma,Healdsburg,5891,6058,191,0.0287,CA EDD Local Area Unemployment Statistics (LAUS)
2781,2017,Sonoma,Petaluma,32250,33233,1008,0.0301,CA EDD Local Area Unemployment Statistics (LAUS)
2782,2017,Sonoma,Rohnert Park,22491,23266,766,0.0334,CA EDD Local Area Unemployment Statistics (LAUS)
2783,2017,Sonoma,Santa Rosa,85500,88625,3108,0.0349,CA EDD Local Area Unemployment Statistics (LAUS)
2784,2017,Sonoma,Sebastopol,3808,4025,208,0.0509,CA EDD Local Area Unemployment Statistics (LAUS)
2785,2017,Sonoma,Sonoma,5300,5558,258,0.0464,CA EDD Local Area Unemployment Statistics (LAUS)
2786,2017,Sonoma,Unincorporated Sonoma,1393,1464,53,0.0352,CA EDD Local Area Unemployment Statistics (LAUS)
2787,2017,Sonoma,Windsor,13608,14091,475,0.0342,CA EDD Local Area Unemployment Statistics (LAUS)
2788,2018,Alameda,Alameda,40066,41250,1183,0.0288,CA EDD Local Area Unemployment Statistics (LAUS)
2789,2018,Alameda,Albany,9575,9833,258,0.0258,CA EDD Local Area Unemployment Statistics (LAUS)
2790,2018,Alameda,Berkeley,60766,62566,1816,0.029,CA EDD Local Area Unemployment Statistics (LAUS)
2791,2018,Alameda,Dublin,31575,32441,858,0.0268,CA EDD Local Area Unemployment Statistics (LAUS)
2792,2018,Alameda,Emeryville,7258,7400,183,0.0216,CA EDD Local Area Unemployment Statistics (LAUS)
2793,2018,Alameda,Fremont,117066,120333,3266,0.0271,CA EDD Local Area Unemployment Statistics (LAUS)
2794,2018,Alameda,Hayward,75116,77666,2583,0.0332,CA EDD Local Area Unemployment Statistics (LAUS)
2795,2018,Alameda,Livermore,47041,48308,1266,0.0261,CA EDD Local Area Unemployment Statistics (LAUS)
2796,2018,Alameda,Newark,24441,25150,725,0.0283,CA EDD Local Area Unemployment Statistics (LAUS)
2797,2018,Alameda,Oakland,206691,214250,7541,0.0351,CA EDD Local Area Unemployment Statistics (LAUS)
2798,2018,Alameda,Piedmont,5058,5141,100,0.0179,CA EDD Local Area Unemployment Statistics (LAUS)
2799,2018,Alameda,Pleasanton,39958,41025,1066,0.0261,CA EDD Local Area Unemployment Statistics (LAUS)
2800,2018,Alameda,San Leandro,44866,46358,1491,0.0322,CA EDD Local Area Unemployment Statistics (LAUS)
2801,2018,Alameda,Unincorporated Alameda,11063,11456,388,0.0348,CA EDD Local Area Unemployment Statistics (LAUS)
2802,2018,Alameda,Union City,35758,36883,1133,0.0308,CA EDD Local Area Unemployment Statistics (LAUS)
2803,2018,Contra Costa,Antioch,48608,50725,2141,0.042,CA EDD Local Area Unemployment Statistics (LAUS)
2804,2018,Contra Costa,Brentwood,28425,29433,1016,0.0342,CA EDD Local Area Unemployment Statistics (LAUS)
2805,2018,Contra Costa,Clayton,5791,5891,100,0.0148,CA EDD Local Area Unemployment Statistics (LAUS)
2806,2018,Contra Costa,Concord,63850,65766,1916,0.0289,CA EDD Local Area Unemployment Statistics (LAUS)
2807,2018,Contra Costa,Danville,20125,20750,591,0.0286,CA EDD Local Area Unemployment Statistics (LAUS)
2808,2018,Contra Costa,El Cerrito,13508,13875,358,0.0265,CA EDD Local Area Unemployment Statistics (LAUS)
2809,2018,Contra Costa,Hercules,13483,13891,400,0.0288,CA EDD Local Area Unemployment Statistics (LAUS)
2810,2018,Contra Costa,Lafayette,12316,12608,316,0.0252,CA EDD Local Area Unemployment Statistics (LAUS)
2811,2018,Contra Costa,Martinez,19983,20625,616,0.0302,CA EDD Local Area Unemployment Statistics (LAUS)
2812,2018,Contra Costa,Moraga,7591,7750,158,0.0198,CA EDD Local Area Unemployment Statistics (LAUS)
2813,2018,Contra Costa,Oakley,19125,19858,716,0.0357,CA EDD Local Area Unemployment Statistics (LAUS)
2814,2018,Contra Costa,Orinda,8791,8958,191,0.0185,CA EDD Local Area Unemployment Statistics (LAUS)
2815,2018,Contra Costa,Pinole,9633,9950,308,0.0319,CA EDD Local Area Unemployment Statistics (LAUS)
2816,2018,Contra Costa,Pittsburg,32991,34308,1283,0.0379,CA EDD Local Area Unemployment Statistics (LAUS)
2817,2018,Contra Costa,Pleasant Hill,17558,18091,541,0.0291,CA EDD Local Area Unemployment Statistics (LAUS)
2818,2018,Contra Costa,Richmond,50908,52866,1958,0.0371,CA EDD Local Area Unemployment Statistics (LAUS)
2819,2018,Contra Costa,San Pablo,13350,13858,508,0.0358,CA EDD Local Area Unemployment Statistics (LAUS)
2820,2018,Contra Costa,San Ramon,38550,39625,1066,0.0275,CA EDD Local Area Unemployment Statistics (LAUS)
2821,2018,Contra Costa,Unincorporated Contra Costa,2836,2945,110,0.0337,CA EDD Local Area Unemployment Statistics (LAUS)
2822,2018,Contra Costa,Walnut Creek,33408,34391,991,0.0288,CA EDD Local Area Unemployment Statistics (LAUS)
2823,2018,Marin,Corte Madera,5408,5591,191,0.0315,CA EDD Local Area Unemployment Statistics (LAUS)
2824,2018,Marin,Fairfax,4558,4658,100,0.0222,CA EDD Local Area Unemployment Statistics (LAUS)
2825,2018,Marin,Larkspur,6833,6991,100,0.019,CA EDD Local Area Unemployment Statistics (LAUS)
2826,2018,Marin,Mill Valley,6991,7100,100,0.0159,CA EDD Local Area Unemployment Statistics (LAUS)
2827,2018,Marin,Novato,28908,29666,741,0.025,CA EDD Local Area Unemployment Statistics (LAUS)
2828,2018,Marin,San Anselmo,7133,7400,258,0.0343,CA EDD Local Area Unemployment Statistics (LAUS)
2829,2018,Marin,San Rafael,31691,32441,783,0.024,CA EDD Local Area Unemployment Statistics (LAUS)
